8.4141e+07,1.7039e+06,4.6543e+07,1.922e+05,5.2658e+06,7.9633e+07,1.4464e+06,1.737e+06,5.186e+07,1.5142e+06,2.269e+07,0,0,2.9957e+06,2.0952e+07,9.5467e+05,1.4265e+06,0,4.1276e+06,1.3693e+07,3.2574e+06,1.1888e+06,2.3914e+07,3.1893e+05,1.5089e+07,4.9592e+06,1.6173e+06,1.8683e+06,2.3268e+07,4.5146e+07,3.9444e+06,0,9.4582e+06,6.6661e+06,0,3.386e+06,5.2217e+06,1.0731e+07,0,1.5842e+07,2.1698e+06,4.1513e+07,3.9749e+07,9.7655e+06,4.7205e+07
6.6026e+08,5.9282e+05,1.5231e+06,1.3254e+08,7.5042e+07,7.914e+08,1.455e+08,2.3916e+07,7.6353e+06,5.2285e+08,4.4662e+08,1.7954e+08,2.2863e+07,7.3926e+08,1.4093e+07,5.3731e+06,4.8487e+06,7.7878e+06,2.5122e+08,5.5674e+06,2.5329e+05,4.3723e+06,3.7314e+06,1.4502e+07,2.9544e+06,3.1498e+05,1.0961e+06,3.7233e+07,1.1381e+07,1.6446e+06,1.0959e+08,4.8779e+06,4.3115e+06,2.0689e+05,6.1718e+06,4.2453e+06,7.9953e+05,6.222e+06,1.5509e+07,1.6455e+05,8.0103e+07,3.1857e+07,3.1264e+06,1.2499e+06,6.9851e+06
7.7343e+07,4.6829e+05,4.1264e+06,9.6116e+06,4.0195e+05,1.0039e+08,2.616e+05,0,1.7069e+07,8.7894e+06,2.6993e+07,6.1963e+06,6.2443e+05,1.5546e+07,6.2394e+06,5.4407e+05,4.798e+05,0,7.3093e+06,1.1006e+07,6.6174e+05,3.2978e+06,9.2803e+06,1.1388e+06,4.4857e+06,2.1551e+06,1.1061e+06,1.7587e+06,2.3149e+07,1.0901e+07,1.8824e+07,0,8.2798e+06,2.4815e+06,5.4283e+05,3.133e+06,2.3195e+06,1.1572e+07,0,5.334e+06,4.8929e+05,1.7623e+07,2.4549e+07,9.2824e+06,2.8611e+07
1.4732e+08,1.3783e+06,1.933e+06,1.3707e+07,9.6004e+06,8.8284e+07,2.6652e+06,3.6171e+06,1.6309e+07,1.7098e+07,5.9127e+07,1.2711e+07,4.7635e+05,2.5034e+07,3.6502e+06,4.5433e+05,2.3541e+06,0,6.9593e+06,6.5626e+06,1.0143e+06,2.9068e+05,6.3718e+06,4.0548e+06,1.5867e+06,1.4248e+06,1.9634e+05,8.0178e+06,2.3247e+07,3.8567e+06,8.1935e+06,0,3.2548e+06,1.4895e+06,3.7027e+05,1.4204e+06,1.645e+06,7.5558e+06,0,4.778e+06,1.8976e+06,1.3198e+07,1.4503e+07,7.4804e+06,1.812e+07
1.3297e+08,4.5095e+06,2.2599e+07,1.1958e+07,3.3938e+06,2.1288e+08,2.3517e+06,1.9582e+06,4.7699e+07,8.0521e+06,5.9886e+07,2.0782e+06,1.0551e+06,1.664e+07,8.7327e+07,1.9036e+06,2.0865e+06,0,5.7338e+06,1.2407e+07,4.4143e+06,3.9641e+05,1.3535e+07,2.4257e+06,1.9283e+07,9.4021e+06,6.0301e+05,1.2749e+07,6.096e+07,1.047e+07,1.6892e+07,0,5.5264e+06,1.0186e+07,3.5261e+06,2.1918e+06,1.0678e+07,6.7151e+06,0,3.7551e+07,5.4618e+07,5.4519e+07,5.4748e+07,2.1961e+07,3.9395e+07
2.7764e+08,4.0855e+05,8.6373e+05,3.043e+07,2.6408e+07,4.8907e+08,1.8344e+07,1.3281e+07,8.8089e+06,4.4271e+07,1.0196e+08,3.8274e+07,6.2105e+06,8.097e+07,7.0919e+06,1.1522e+06,6.8659e+06,1.3156e+06,1.6881e+07,4.0433e+06,3.516e+05,1.068e+06,3.0073e+06,2.6254e+06,8.028e+05,9.5001e+05,4.4099e+05,2.1958e+07,1.57e+07,2.6748e+06,3.5575e+07,0,6.0653e+06,6.0541e+05,4.2344e+06,2.0777e+06,9.3327e+05,5.5132e+06,6.7339e+05,5.2875e+06,6.6148e+06,1.9009e+07,1.1304e+07,4.5385e+06,9.1741e+06
4.8629e+07,6.5819e+06,1.7697e+07,78415,2.0112e+06,8.1282e+07,2.1065e+06,0,2.6881e+07,3.4019e+05,1.156e+07,0,1.6228e+05,6.3513e+05,1.3373e+07,0,1.5154e+06,0,9.7224e+05,1.0976e+07,2.9492e+06,1.583e+05,1.3675e+07,5.1515e+05,5.2901e+06,4.9585e+05,7.5688e+05,9.2505e+05,1.377e+07,3.0229e+07,8.6072e+05,0,7.4339e+06,3.1781e+05,0,3.3589e+06,2.5635e+06,3.2886e+06,0,1.2489e+06,2.3478e+07,2.9709e+07,3.3451e+07,4.9162e+06,2.1222e+07
6.185e+08,2.0193e+05,0,6.3952e+07,6.177e+07,9.0353e+08,5.3918e+07,1.9421e+07,5.2412e+05,1.1583e+08,2.3344e+08,9.7752e+06,2.4185e+07,2.4643e+08,4.4724e+06,3.4718e+06,4.7103e+06,3.4503e+06,5.1483e+07,2.6345e+06,2.2962e+05,1.3933e+06,2.7416e+06,7.8235e+06,4.0565e+05,8.4742e+05,1.3292e+06,2.1003e+07,5.8598e+06,1.5146e+06,7.3994e+07,0,4.1751e+06,81314,3.5352e+06,4.8358e+06,3.9858e+05,5.0252e+06,5.4469e+06,0,3.4687e+07,1.4398e+07,4.8256e+06,4.2033e+05,2.8893e+06
1.0426e+09,3.8397e+05,8.2952e+05,1.8775e+08,9.9927e+07,1.1292e+09,1.9151e+08,2.7032e+07,1.0124e+07,4.3071e+08,6.1286e+08,1.5169e+08,1.3947e+07,5.215e+08,1.8847e+06,1.1514e+07,1.3661e+07,4.9091e+06,1.1863e+08,4.8029e+06,1.3401e+06,4.5119e+06,5.4636e+06,2.6291e+07,3.9878e+05,3.9997e+05,3.1476e+06,2.7731e+07,1.554e+07,4.8372e+06,8.1874e+07,5.6536e+06,3.1799e+06,3.4253e+05,6.7034e+06,7.9626e+06,0,6.5412e+06,8.092e+06,0,7.3254e+07,3.5183e+07,1.2341e+07,4.3898e+06,6.8094e+06
2.1359e+08,1.4004e+06,2.6576e+06,2.8352e+07,1.2863e+07,2.9636e+08,2.5946e+06,3.0133e+05,1.6665e+07,4.4232e+07,6.7974e+07,6.8295e+05,2.1448e+06,7.7256e+07,5.0062e+06,63366,3.9022e+06,0,2.0228e+07,9.327e+06,1.0563e+06,0,7.5054e+06,1.6021e+06,2.8253e+06,1.1367e+06,9.9962e+05,4.6395e+06,1.6466e+07,6.7726e+06,1.2364e+07,6.9838e+05,7.4629e+06,1.1659e+06,1.6168e+06,5.3297e+05,8.3326e+05,6.4617e+06,7.6768e+05,0,1.9112e+06,2.9219e+07,1.6659e+07,2.3858e+06,1.6269e+07
2.048e+09,2.7624e+05,6.5904e+05,2.3917e+08,1.9617e+08,1.5592e+09,4.222e+08,6.4206e+07,4.4119e+06,6.3509e+08,7.578e+08,3.248e+08,4.3152e+07,8.4272e+08,1.0047e+07,1.0003e+07,1.5733e+07,1.5983e+07,2.1536e+08,5.0768e+06,2.6421e+05,5.2741e+06,4.1979e+06,2.3574e+07,0,1.66e+05,1.2051e+07,1.1281e+08,9.3331e+06,1.8587e+06,1.7032e+08,2.1707e+07,3.0089e+06,1.2262e+06,2.5278e+07,2.5376e+07,0,4.8699e+06,7.0739e+07,2.406e+06,1.3096e+08,1.9684e+07,2.8892e+06,1.4149e+06,3.5563e+06
2.094e+08,6.3338e+05,6.3709e+05,3.6443e+07,1.2969e+07,3.1295e+08,4.743e+06,2.1943e+06,9.1549e+06,8.3676e+07,4.5458e+07,8.723e+06,2.0104e+05,1.2228e+08,4.0052e+06,2.3364e+06,2.6098e+06,1.4909e+06,2.0066e+07,7.0072e+06,3.5495e+05,8.8841e+05,5.9824e+06,2.2079e+06,3.8445e+05,6.5943e+05,1.1236e+06,1.4121e+07,1.6792e+07,2.3044e+06,2.4571e+07,0,4.6095e+06,4.7912e+05,6.7573e+05,2.6061e+06,3.7921e+05,7.7127e+06,0,2.7243e+06,1.5523e+07,5.4305e+06,6.9185e+06,2.6015e+06,7.0811e+06
7.8323e+08,4.3337e+05,1.3481e+06,1.9706e+07,1.5489e+07,4.2468e+08,2.8895e+07,2.3766e+07,8.2438e+06,3.9169e+07,2.2069e+08,5.0766e+07,1.3421e+07,6.045e+07,3.7285e+06,2.9321e+06,6.6422e+06,6.1097e+05,1.6622e+07,3.9663e+06,5.8626e+05,9.0974e+05,4.3854e+06,6.5775e+05,1.6851e+06,0,3.4469e+06,1.3488e+07,1.2581e+07,2.4551e+06,4.3621e+07,8.7698e+06,4.7978e+06,4.8816e+05,2.3386e+06,7.7036e+06,2.8518e+05,5.5052e+06,9.2366e+05,7.2342e+05,2.4314e+07,1.346e+07,6.5458e+06,4.8197e+05,8.0423e+06
9.5941e+08,3.2207e+05,3.4856e+05,1.2545e+08,9.1364e+07,8.7041e+08,1.1064e+08,2.6864e+07,3.0851e+06,3.9035e+08,2.676e+08,1.7446e+08,1.6981e+07,4.8607e+08,4.0013e+06,3.3376e+06,8.1999e+06,4.4693e+06,1.4188e+08,3.6341e+06,69912,4.3425e+06,4.1378e+06,2.4447e+07,2.0578e+05,1.9575e+05,3.8442e+06,5.0368e+07,3.5188e+06,3.0666e+05,1.4195e+08,3.4837e+06,5.6439e+06,28469,5.1471e+06,6.3459e+06,4.7978e+05,6.5986e+06,7.2064e+06,0,3.8328e+07,9.1486e+06,1.187e+06,3.6498e+05,5.311e+06
5.1537e+07,7.4843e+05,1.9817e+06,2.7487e+06,2.496e+06,7.1227e+07,1.969e+05,0,1.326e+07,9.5445e+06,1.0007e+07,8.5106e+05,68332,1.079e+07,2.7215e+06,2.8518e+05,3.5546e+05,0,4.3167e+06,8.404e+06,4.5564e+05,1.7837e+06,7.9592e+06,1.0444e+06,6.585e+05,1.2837e+06,7.6987e+05,1.9317e+06,2.1697e+07,2.8551e+06,4.1367e+06,0,5.8255e+06,1.0921e+06,2.4205e+05,8.5853e+05,1.4026e+06,6.7263e+06,0,2.4466e+06,4.1788e+05,7.3289e+06,1.2939e+07,7.2629e+06,1.7087e+07
2.2011e+08,5.214e+06,4.7893e+07,66865,0,1.3067e+08,4.7331e+05,0,9.5919e+07,4802.5,8.9609e+07,1.0826e+06,1.8541e+05,2.1008e+06,1.2882e+08,1.4181e+06,1.5123e+06,0,2.4971e+06,1.6238e+07,6.6582e+06,43960,1.984e+07,2.8078e+05,1.66e+07,1.9758e+07,2.3303e+06,3.1333e+06,3.7378e+07,2.1855e+07,1.0095e+07,0,1.0471e+07,1.9178e+07,0,1.6903e+06,1.9054e+07,9.387e+06,0,8.709e+07,3.6765e+06,2.9032e+07,3.3359e+07,1.8054e+07,8.4314e+07
1.3908e+09,1.3159e+05,2.6482e+05,1.0743e+08,9.6417e+07,9.1613e+08,1.6778e+08,3.7651e+07,3.4734e+06,3.3054e+08,4.9374e+08,7.8076e+07,3.5322e+07,5.1322e+08,3.6765e+06,7.9248e+06,6.9391e+06,7.0237e+06,1.6248e+08,3.1201e+06,2.3578e+05,2.1643e+06,1.6905e+06,1.949e+07,1.7032e+06,89767,9.2156e+06,3.8241e+07,9.2216e+06,8.8863e+05,1.0112e+08,1.9017e+06,3.8056e+06,1.406e+05,1.0205e+07,1.6713e+07,1.1401e+05,2.5308e+06,1.7306e+07,0,8.3685e+07,1.065e+07,3.1384e+06,8.4765e+05,3.3218e+06
1.0876e+08,3.1661e+06,4.7013e+06,1.6833e+06,9.6986e+06,6.9749e+07,3.5045e+05,0,3.425e+07,3.5353e+06,2.8552e+07,1.6109e+05,5.619e+05,1.0448e+07,2.1358e+07,1.699e+05,2.9995e+06,4.0789e+05,1.8938e+06,8.1207e+06,2.1756e+06,1.1132e+06,1.0063e+07,2.4208e+05,1.1448e+07,3.7637e+06,8.3583e+05,2.4087e+06,4.733e+07,3.415e+07,3.1309e+06,0,8.4266e+06,1.5473e+06,1.4632e+05,2.2054e+06,4.6651e+06,4.9834e+06,0,9.1919e+06,1.4371e+06,4.3466e+07,5.2915e+07,2.3176e+07,2.574e+07
3.0528e+08,7.098e+05,4.7879e+05,1.0766e+08,1.9674e+07,6.9384e+08,1.1957e+07,2.8826e+06,3.8912e+06,1.7964e+08,4.9162e+07,2.2134e+07,2.2071e+06,2.172e+08,1.0499e+07,7.8869e+05,6.4987e+06,1.9229e+06,6.8265e+07,3.6284e+06,96813,4.5767e+05,3.1108e+06,7.9009e+06,1.1981e+06,3.58e+05,2.3397e+05,3.9517e+07,1.0108e+07,4.5609e+05,1.6022e+08,4.9073e+06,4.2535e+06,2.1646e+05,6.7516e+06,1.6617e+06,9.8233e+05,9.0843e+06,1.0785e+06,1.5423e+06,5.3374e+06,8.1522e+06,1.7912e+06,9.9256e+05,8.6407e+06
2.1897e+07,6.9489e+06,3.0324e+07,3.3014e+05,1.3426e+06,1.533e+07,1.3313e+06,0,5.0786e+07,7.858e+05,2.3642e+07,0,2.7137e+05,7.597e+06,2.9041e+07,1.081e+06,1.214e+06,0,1.73e+06,1.727e+07,3.7174e+06,3.8812e+05,3.9798e+07,1.8301e+05,3.7866e+07,6.5707e+06,1.09e+06,2.2506e+05,3.8418e+07,6.2849e+07,5.6338e+05,0,8.4707e+06,8.9198e+06,0,4.8637e+06,6.1022e+06,1.1302e+07,0,1.5216e+07,1.2055e+06,9.1011e+07,8.6046e+07,3.8297e+07,4.4118e+07
